001,2024,帕丁顿熊3：秘鲁大冒险,4562.4
002,2025,火锅艺术家,5909.1
003,2025,小城季风,5.1
004,2025,刺猬索尼克3,4413.7
005,2025,假爸爸,4052.8
006,2025,大红包2：龙凤呈祥,237.5
007,2006,穿越时空的少女,819.9
008,2025,恶行之外,1532.3
009,2025,超级望望,25.6
010,2025,莫莉的冒险,35.6
011,2025,真爱找麻烦！,454.6
012,2025,射雕英雄传：侠之大者,68932.6
013,2025,封神第二部：战火西岐,123883.9
014,2025,哪吒之魔童闹海,1544603.3
015,2025,蛟龙行动,39004.5
016,2025,唐探1900,361238.4
017,2025,熊出没·重启未来,82049.6
018,2000,花样年华（特别版）,6164.9
019,2025,美国队长4,10406.2
020,2025,边海,31.2
021,2025,您的声音,7717.9
022,2025,你的颜色,1733.4
023,2025,诡才之道,4033.5
024,2025,初步举证,3538.5
025,2025,厨房,68.1
026,2025,猫猫的奇幻漂流,2842.5
027,2025,阴阳师0,278.1
028,2025,插翅难飞,128.3
029,2025,编号17,1620
030,2025,还有天明,4496.9
031,2025,平原上的火焰,1895.8
032,2025,想飞的女孩,1697.3
033,2025,天堂旅行团,6599.2
034,2025,潮,108.8
035,2025,疾速追杀4,5276.7
036,2025,武替道,8.7
037,2025,非标准恋爱,179.4
038,2025,白蛇传·情（重映）,2416.7
039,2025,夜半凶宅,401.4
040,2025,真爱营业,1006.3
041,2025,久别·重逢,106.3
042,2025,援藏日记,199.8
043,1987,倩女幽魂（重映）,2318.9
044,2025,白雪公主,931.9
045,2025,我会好好的,2491.2
046,2025,追幸福的人,94.7
047,2025,侏罗纪世界：重生,56725.3
048,2025,小白船,89.1
049,2019,东极岛,39685.2
050,2025,无名之辈：否极泰来,5191.6
051,2025,恶意,25391.3
052,2025,超人,6393.8
053,2025,聊斋：兰若寺,24350.5
054,2025,天宝,353.1
055,2025,爱的暂停键,152.4
056,2025,新三峡,940.4
057,2025,F1：狂飙飞车,44933
058,2025,家庭简史,31.6
059,2025,山河为证,4481.8
060,2025,坪石先生,255.4
061,2025,生还,476.7
062,2025,南京照相馆,301735.5
063,2025,夏雨来,2799.2
064,2025,营救飞虎,3313.6
065,2025,关于约会的一切,419.9
066,2025,别把作文当回事儿,61
067,2025,午夜怪谈2,211.9
068,2025,蜗牛回忆录,78
069,2025,汉斯·季默与朋友们：沙漠之钻,310.8
070,2025,奇遇,18789.2
071,2025,熊孩子·探险熊兵,182.2
072,2025,有朵云像你,5162.6
073,2025,7天,6227.8
074,2025,轻于鸿毛,1532.4
075,2025,花漾少女杀人事件,2892.2
076,2025,罗小黑战记2,53389
077,2025,魔法蓝精灵,509.9
078,2025,疯狂海盗团2,7.8
079,2025,你行！你上！,9085.4
080,2025,长安的荔枝,69120.7
081, 2025,喜羊羊与灰太狼之异国破晓,6217.1
082,2025,戏台,41144.9
083,2025,浪浪山小妖怪,171922.2
084,2025,捕风追影,126578.9
085,2025,坏蛋联盟2,22732.5
086,2025,窗外是蓝星,5883.1
087,2025,731,194288.3
088,2025,浪浪人生,45632.8
089,2025,志愿军：浴血和平,64083.3
090,2025,风林火山,9660.6
091,2025,刺杀小说家2,38884.7
092,2025,毕正明的证明,8502.1
093,2025,三国的星空第一部,8771.8
094,2025,猪猪侠·一只老猪的逆袭,5767.5
095,2025,震耳欲聋,25713.4
096,2022,阿凡达：水之道（重映）,170375.2 &
097,2025,疯狂电脑城,210.4
098,2025,女孩,470.7
099,2025,旁观者,231.8
100,2025,极地大冒险3,281.6
101,2025,日掛中天,2298.2
102,2025,铁血战士：杀戮之地,10957.7
103,2025,三滴血,2166.5
104,2025,我的世界没有我,1141.8
105,2025,惊天魔盗团3,28719.3
106,2025,鬼灭之刃：无限城篇,67805.5
107,2025,菜肉馄饨,2517.2
108,2025,开心岭,1083.5
109,2025,狂野时代,19104
110,2025,隐者山河,617.7
111,2025,疯狂动物城2,432110（至1-12）
112,2025,猎杀游戏,643.9
113,2025,我最特别的朋友,200.4
114,1957,控方证人,620.7
115,2025,得闲谨制,39730（至1-12）
116,2025,内幕,3066
117,2025,清算,261.7
118,2025,旺姆的夏天,35
119,2025,最恨我爱你,11.6
120,2011,赛德克·巴莱(上)（重映）,212.8
121,2025,年轻母亲之家,21.9
122,2025,水草长生,5.4
123,2025,浪花朵朵,10.6
124,2011,赛德克·巴莱(下)（重映）,144.2
125,2025,父辈的天空,782.6
126,2025,岁岁平安,63.7
127,2025,遥远的普若岗日,236. 9
128,2025,阿凡达：火与烬,104645（至1-12）
129,2025,魔法坏女巫2,503.7
130,2025,天堂附近,0.15
131,2025,点到为止,387.8
132,2025,寻秦记,24323（至1-12）
133,2015,山河故人（重映）,3880.2
134, 2025,匿杀,30670（至1-12）
135, 2025,用武之地,6417（至1-12）
136,2025,星际变种,50.6
